,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,JL,JL,JL,JL,JL,JL,JL,JL,JL,JL,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,,,,
2018-08-17,40439.33333,403.974,355109,161556,172766,481867,0,0,130.794,42,509.5,388.741,350587,161984,174876,232957,0,0,71.718,42,30538.33333,367.683,309037,136494,151924,383946,0,0,111.04,50,5726,362.228,404651,179914,201254,203066,0,0,53.46,48,46.8929,8.14299,0,0.02766,0.01373,0.00745,1.08058,27.2,21.7,33.8,0,39.8,0,0,0,0,6.114,3.232,5.272,2.288
2018-08-18,809.5,418.902,355109,161556,172766,413918,0,0,130.794,42,67008.66667,385.499,350587,161984,174876,195813,0,0,71.718,42,861,349.48,309037,136494,151924,253061,0,0,111.04,50,60470,374.36,404651,179914,201254,151690,0,0,53.46,48,41.08476,6.99006,0,0.01457,0.01094,0.00521,0.78547,26.7,21.5,32.1,0,44.6,0,0,0,0,6.202,2.842,5.138,2.382
2018-08-19,1314,416.209,355109,161556,172766,317283,0,0,130.794,42,862.5,387.178,350587,161984,174876,147630,0,0,71.718,42,91010,343.639,309037,136494,151924,185738,0,0,111.04,50,1408,385.258,404651,179914,201254,115609,0,0,53.46,48,51.96142,8.28076,0,0.02957,0.01029,0.0095,0.90325,28.2,23,34.4,0,50.6,0,0,0,0,5.626,2.84,4.698,2.316
2018-08-20,1668.5,403.584,355109,161556,172766,443066,0,0,130.794,42,117614.6667,392.4,350587,161984,174876,223477,0,0,71.718,42,2071.5,366.464,309037,136494,151924,365424,0,0,111.04,50,100877.3333,367.215,404651,179914,201254,198446,0,0,53.46,48,61.77942,10.26031,0,0.03241,0.01355,0.01047,1.51386,29.1,25.1,33.3,0,55.6,0,0,0,0,5.216,3.124,4.93,2.242
2018-08-21,80740.33333,403.275,355109,161556,172766,447572,0,0,130.794,42,860.5,392.989,350587,161984,174876,222417,0,0,71.718,42,1162,366.303,309037,136494,151924,373649,0,0,111.04,50,1159.5,365.007,404651,179914,201254,200558,0,0,53.46,48,60.98179,10.34732,0,0.0332,0.01578,0.00842,1.30896,26.6,23.4,31,5,71.4,0,0,0,0,5.028,3.11,4.512,2.102
2018-08-22,1211.5,406.63,355109,161556,172766,464813,0,0,130.794,42,77274.33333,397.018,350587,161984,174876,230193,0,0,71.718,42,1263,369.559,309037,136494,151924,381316,0,0,111.04,50,127605.6667,365.961,404651,179914,201254,203544,0,0,53.46,48,54.04249,9.35392,0,0.03427,0.01429,0.01019,1.05022,30.7,23.4,37.6,0,54.1,0,0,0,0,5.446,3.134,4.72,2.124
2018-08-23,3709.333333,405.295,355109,161556,172766,403098,0,0,130.794,42,74,398.92,350587,161984,174876,209183,0,0,71.718,42,509,369.092,309037,136494,151924,352820,0,0,111.04,50,610,370.654,404651,179914,201254,191339,0,0,53.46,48,50.40243,8.77383,0,0.03082,0.01392,0.00773,0.76028,29.4,25.7,32.2,3,59.1,0,0,0,0,2.892,1.656,2.43,1.334
2018-08-24,42.5,406.835,355109,161556,172766,411745,0,0,130.794,42,54.5,397.557,350587,161984,174876,207824,0,0,71.718,42,399.3333333,368.554,309037,136494,151924,345332,0,0,111.04,50,58,373.475,404651,179914,201254,184003,0,0,53.46,48,47.47298,8.94786,0,0.02565,0.01369,0.00768,0.69941,24.4,23.2,26.3,7.5,86.3,0,0,0,0,1.85,1.122,1.658,0.722
2018-08-25,64177.66667,424.994,355109,161556,172766,450858,0,0,130.794,42,87273,391.281,350587,161984,174876,207295,0,0,71.718,42,1161.5,357.486,309037,136494,151924,278884,0,0,111.04,50,20,378.811,404651,179914,201254,161249,0,0,53.46,48,42.04916,7.78768,0,0.01816,0.0094,0.00447,0.85179,25.2,22.7,29.3,0,68,0,0,0,0,5.794,3.19,5.258,2.396
2018-08-26,67443.66667,426.915,355109,161556,172766,316819,0,0,130.794,42,658.5,392.918,350587,161984,174876,146704,0,0,71.718,42,1106,347.976,309037,136494,151924,180078,0,0,111.04,50,658.5,388.402,404651,179914,201254,115579,0,0,53.46,48,53.01283,8.81734,0,0.02258,0.00982,0.01038,0.84443,23.2,20.3,29,2,70,0,0,0,0,3.844,2.09,3.322,1.728
2018-08-27,47.5,414.837,355109,161556,172766,448921,0,0,130.794,42,406,397.555,350587,161984,174876,214962,0,0,71.718,42,255,370.505,309037,136494,151924,365648,0,0,111.04,50,461.6666667,370.743,404651,179914,201254,200813,0,0,53.46,48,58.55993,10.39083,0,0.03571,0.01457,0.01187,0.60181,22.7,20.2,24.9,19.5,91,0,0,0,0,2.888,1.688,2.458,1.164
2018-08-28,455.5,410.644,355109,161556,172766,441862,0,0,130.794,42,358,398.65,350587,161984,174876,215718,0,0,71.718,42,27072,372.125,309037,136494,151924,372512,0,0,111.04,50,48,367.683,404651,179914,201254,201600,0,0,53.46,48,54.26727,10.26756,0,0.03422,0.01648,0.01383,0.65019,23.7,22.5,26.1,96.5,92.4,0,0,0,0,1.798,1.05,1.364,0.816
2018-08-29,656,413.854,355109,161556,172766,441746,0,0,130.794,42,60336.66667,401.684,350587,161984,174876,214246,0,0,71.718,42,77144,371.691,309037,136494,151924,376495,0,0,111.04,50,805,369.309,404651,179914,201254,198873,0,0,53.46,48,51.69313,9.75273,0,0.03678,0.01564,0.01653,0.65788,25.2,22.7,27.4,42,86,0,0,0,0,1.752,0.88,1.318,0.52
2018-08-30,97708.33333,414.686,355109,161556,172766,459669,0,0,130.794,42,1414.5,403.365,350587,161984,174876,226518,0,0,71.718,42,1311.5,371.671,309037,136494,151924,385743,0,0,111.04,50,1111.5,368.104,404651,179914,201254,207079,0,0,53.46,48,51.49735,9.81074,0,0.03697,0.01448,0.01238,0.90488,25.3,23.9,28.2,9.5,80.9,0,0,0,0,4.33,1.918,3.356,1.37
2018-08-31,26,415.126,355109,161556,172766,501235,0,0,130.794,42,963.5,402.218,350587,161984,174876,245967,0,0,71.718,42,90776,373.962,309037,136494,151924,397943,0,0,111.04,50,74407.33333,365.833,404651,179914,201254,213641,0,0,53.46,48,43.16583,7.84569,0,0.02854,0.01429,0.00987,0.80098,25.6,22.8,30.3,0.1,67.4,0,0,0,0,5.86,3.156,5.14,2.174
2018-09-01,83939.66667,429.257,355032,161714,172678,435703,0,0,184.986,42,1157.5,403.759,350556,162232,174863,211292,0,0,98.356,42,910,358.68,309251,136831,152006,278617,0,0,153.882,50,80443.33333,379.142,404313,180044,201089,161480,0,0,74.534,48,39.91008,7.30911,0,0.02081,0.0101,0.00596,0.73583,25.5,20.8,30.9,0,59.4,0,0,0,0,5.654,2.99,4.616,2.274
2018-09-02,658,428.198,355032,161714,172678,332329,0,0,184.986,42,50371.66667,404.084,350556,162232,174863,156276,0,0,98.356,42,53804.33333,351.31,309251,136831,152006,193055,0,0,153.882,50,49,388.446,404313,180044,201089,119779,0,0,74.534,48,52.65753,8.96236,0,0.02463,0.01094,0.01136,0.68814,25.1,20.1,29.6,0,55.8,0,0,0,0,6.662,3.178,5.676,2.522
2018-09-03,608,416.203,355032,161714,172678,447022,0,0,184.986,42,53671.66667,419.214,350556,162232,174863,220992,0,0,98.356,42,760,379.086,309251,136831,152006,394017,0,0,153.882,50,50373,368.825,404313,180044,201089,204580,0,0,74.534,48,57.05895,10.79689,0,0.04302,0.01564,0.01685,0.66565,23.3,21.4,25.8,34.5,85.3,0,0,0,0,2.404,1.374,1.74,0.894
2018-09-04,70607,416.13,355032,161714,172678,476116,0,0,184.986,42,512,420.536,350556,162232,174863,239461,0,0,98.356,42,63871.66667,378.61,309251,136831,152006,415000,0,0,153.882,50,957.5,364.492,404313,180044,201089,213227,0,0,74.534,48,55.08665,10.8694,0,0.04167,0.01685,0.01392,0.8815,23.2,20,27.8,0,69.4,0,0,0,0,6.474,3.502,5.43,2.49
2018-09-05,1515.5,417.311,355032,161714,172678,488390,0,0,184.986,42,1160.5,419.361,350556,162232,174863,242340,0,0,98.356,42,1663.5,378.369,309251,136831,152006,415476,0,0,153.882,50,94107.33333,363.214,404313,180044,201089,214892,0,0,74.534,48,48.77818,10.57936,0,0.03692,0.01555,0.01336,0.86329,24,19.6,28.5,0,63.5,0,0,0,0,7.338,3.898,5.862,2.748
2018-09-06,138013.6667,416.519,355032,161714,172678,481501,0,0,184.986,42,1416.5,418.675,350556,162232,174863,242392,0,0,98.356,42,94377,377.587,309251,136831,152006,411578,0,0,153.882,50,1864,363.297,404313,180044,201089,213354,0,0,74.534,48,47.13943,9.58596,0,0.04121,0.01671,0.01429,1.30085,24.1,20.9,28.2,1,69.9,0,0,0,0,5.384,3.44,4.426,2.046
2018-09-07,1314,417.758,355032,161714,172678,521164,0,0,184.986,42,90713,415.096,350556,162232,174863,253137,0,0,98.356,42,87479.66667,377.075,309251,136831,152006,422819,0,0,153.882,50,90774.66667,362.889,404313,180044,201089,219305,0,0,74.534,48,40.16387,8.63606,0,0.03227,0.01476,0.0122,0.98293,22,19.1,25.5,0.5,54.6,0,0,0,0,6.992,3.81,6.048,2.754
2018-09-08,77575.33333,430.689,355032,161714,172678,463816,0,0,184.986,42,64309.66667,408.62,350556,162232,174863,225690,0,0,98.356,42,26,360.814,309251,136831,152006,291194,0,0,153.882,50,1459,371.64,404313,180044,201089,167889,0,0,74.534,48,35.05184,7.50489,0,0.01941,0.0101,0.00731,0.76643,21.7,15.9,27.7,0,48.8,0,0,0,0,7.328,3.566,6.212,2.854
2018-09-09,1011,432.335,355032,161714,172678,357885,0,0,184.986,42,861,409.234,350556,162232,174863,165605,0,0,98.356,42,1214,349.347,309251,136831,152006,198300,0,0,153.882,50,57404.66667,383.06,404313,180044,201089,124498,0,0,74.534,48,46.24755,8.94786,0,0.02617,0.01015,0.01471,0.75837,22.2,15.6,28.9,0,49,0,0,0,0,6.908,3.468,5.716,2.684
2018-09-10,53703.66667,417.473,355032,161714,172678,481435,0,0,184.986,42,63.5,420.442,350556,162232,174863,240616,0,0,98.356,42,607.5,378.294,309251,136831,152006,406514,0,0,153.882,50,68.5,367.421,404313,180044,201089,213600,0,0,74.534,48,49.33652,9.876,0,0.03897,0.01518,0.01806,0.73052,22.9,18.6,28.4,0,49.5,0,0,0,0,7.156,3.962,5.764,2.906
2018-09-11,555.5,414.933,355032,161714,172678,478970,0,0,184.986,42,3605,421.187,350556,162232,174863,245353,0,0,98.356,42,756.5,379.65,309251,136831,152006,418042,0,0,153.882,50,8,363.687,404313,180044,201089,215573,0,0,74.534,48,47.95881,9.86875,0,0.03981,0.01574,0.01872,0.68679,21.6,16.8,26.1,0,48.1,0,0,0,0,7.036,3.99,5.52,2.918
2018-09-12,60541.33333,414.075,355032,161714,172678,486219,0,0,184.986,42,57038.33333,421.042,350556,162232,174863,246545,0,0,98.356,42,18,379.871,309251,136831,152006,416813,0,0,153.882,50,63707.66667,362.35,404313,180044,201089,215488,0,0,74.534,48,47.8863,9.14364,0,0.04195,0.01615,0.02388,0.67906,22.8,16.8,28.2,0,52,0,0,0,0,7.606,3.962,6.028,2.994
2018-09-13,907,415.126,355032,161714,172678,487149,0,0,184.986,42,19,420.528,350556,162232,174863,248581,0,0,98.356,42,87372.66667,379.717,309251,136831,152006,417808,0,0,153.882,50,1007.5,362.259,404313,180044,201089,214936,0,0,74.534,48,44.326,9.49894,0,0.04098,0.01494,0.02333,0.80475,23.5,20.3,28.3,0,63.5,0,0,0,0,6.988,4.006,5.792,2.952
2018-09-14,813,415.519,355032,161714,172678,516366,0,0,184.986,42,60471.33333,415.548,350556,162232,174863,255764,0,0,98.356,42,1010.5,378.057,309251,136831,152006,423585,0,0,153.882,50,960.5,363.694,404313,180044,201089,218218,0,0,74.534,48,39.70705,7.85294,0,0.03255,0.01588,0.01471,0.64283,23.5,20.3,26.8,0.5,66.9,0,0,0,0,5.812,3.646,5.25,2.704
2018-09-15,67142.66667,429.052,355032,161714,172678,450845,0,0,184.986,42,8,408.554,350556,162232,174863,217753,0,0,98.356,42,859.5,360.666,309251,136831,152006,284258,0,0,153.882,50,78.5,378.525,404313,180044,201089,165104,0,0,74.534,48,37.98854,6.44623,0,0.01778,0.0094,0.00861,0.65312,23.3,21,26,0.2,76,0,0,0,0,5.852,3.066,4.85,2.4
2018-09-16,1921,427.041,355032,161714,172678,322966,0,0,184.986,42,1728,408.576,350556,162232,174863,162654,0,0,98.356,42,1517.5,351.743,309251,136831,152006,193972,0,0,153.882,50,154476,390.328,404313,180044,201089,120621,0,0,74.534,48,45.21064,8.98412,0,0.02156,0.01341,0.01597,2.22148,22.2,21,23.9,2,83.6,0,0,0,0,3.168,1.716,2.57,1.53
2018-09-17,1515.5,413.82,355032,161714,172678,474923,0,0,184.986,42,71213.33333,419.938,350556,162232,174863,252380,0,0,98.356,42,1320.5,377.661,309251,136831,152006,408368,0,0,153.882,50,1510.5,367.626,404313,180044,201089,214533,0,0,74.534,48,48.82894,10.33282,0,0.03813,0.01532,0.02035,2.15986,22.3,18.5,27.7,0.1,64.3,0,0,0,0,6.8,3.962,5.712,3.006
2018-09-18,2020.5,416.852,355032,161714,172678,482826,0,0,184.986,42,1463.5,421.364,350556,162232,174863,252633,0,0,98.356,42,137882.3333,381.268,309251,136831,152006,417253,0,0,153.882,50,148109,365.767,404313,180044,201089,215027,0,0,74.534,48,43.66615,8.86085,0,0.03208,0.01578,0.01806,2.45907,22,17.7,26.5,0,59.8,0,0,0,0,7.248,4.21,5.912,2.886
2018-09-19,1668,415.169,355032,161714,172678,486441,0,0,184.986,42,2169,420.735,350556,162232,174863,256246,0,0,98.356,42,2268.5,381.07,309251,136831,152006,423749,0,0,153.882,50,1665.5,364.053,404313,180044,201089,216144,0,0,74.534,48,42.02015,8.56355,0,0.03227,0.01634,0.01792,3.01254,22.1,18.9,26.6,0.2,59.1,0,0,0,0,5.88,3.488,4.818,2.462
2018-09-20,18,425.336,355032,161714,172678,488932,0,0,184.986,42,507.5,427.9,350556,162232,174863,248438,0,0,98.356,42,50572,388.259,309251,136831,152006,422285,0,0,153.882,50,1105,373.07,404313,180044,201089,215156,0,0,74.534,48,37.93053,8.23,0,0.03236,0.01527,0.01792,1.01231,19,17.8,20.1,5,82.4,0,0,0,0,2.96,2.02,2.446,1.25
2018-09-21,393,416.685,355032,161714,172678,515283,0,0,184.986,42,383,411.484,350556,162232,174863,262741,0,0,98.356,42,355.5,374.891,309251,136831,152006,419716,0,0,153.882,50,4471.666667,370.869,404313,180044,201089,216615,0,0,74.534,48,33.03603,6.29395,0,0.0244,0.01257,0.01145,0.62183,19.4,17.6,21.9,18,85.8,0,0,0,0,3.892,2.35,2.966,1.728
2018-09-22,118008,408.356,355032,161714,172678,361491,0,0,184.986,42,1266,391.583,350556,162232,174863,205924,0,0,98.356,42,84342,339.573,309251,136831,152006,224533,0,0,153.882,50,39,383.205,404313,180044,201089,139472,0,0,74.534,48,29.59901,5.2788,0,0.01252,0.00856,0.00344,1.33564,20.8,17.2,25.5,6.5,62.3,0,0,0,0,6.262,2.964,5.302,2.668
2018-09-23,27,377.66,355032,161714,172678,238099,0,0,184.986,42,94142,370.649,350556,162232,174863,123841,0,0,98.356,42,1465,312.939,309251,136831,152006,130992,0,0,153.882,50,104374.3333,377.917,404313,180044,201089,89969,0,0,74.534,48,30.46189,4.82198,0,0.00926,0.00791,0.0033,0.95308,19.4,15.6,25.3,0,52.9,0,0,0,0,4.47,2.286,4.13,2.062
2018-09-24,4045,359.742,355032,161714,172678,212363,0,0,184.986,42,805,352.489,350556,162232,174863,94028,0,0,98.356,42,50571.33333,302.931,309251,136831,152006,113946,0,0,153.882,50,74.5,372.586,404313,180044,201089,85786,0,0,74.534,48,33.34783,4.6552,0,0.01071,0.00661,0.0033,0.56129,17.6,14.2,22.1,0,48.3,0,0,0,0,4.374,1.9,3.996,2.008
2018-09-25,657.5,379.415,355032,161714,172678,289569,0,0,184.986,42,40371.66667,354.388,350556,162232,174863,122225,0,0,98.356,42,57270,309.899,309251,136831,152006,148992,0,0,153.882,50,506.5,369.248,404313,180044,201089,102470,0,0,74.534,48,40.10586,6.14168,0,0.01289,0.0087,0.00558,0.54625,17.8,10.8,24.3,0,48,0,0,0,0,6.29,2.586,5.224,2.34
2018-09-26,321.3333333,415.222,355032,161714,172678,327597,0,0,184.986,42,2041.666667,386.143,350556,162232,174863,144336,0,0,98.356,42,54,338.866,309251,136831,152006,182715,0,0,153.882,50,67,388.675,404313,180044,201089,116475,0,0,74.534,48,53.09984,8.13574,0,0.01727,0.01108,0.01136,0.57983,19.4,16.2,24.8,0,47.9,0,0,0,0,7.42,3.214,6.522,2.726
2018-09-27,2637.666667,414.342,355032,161714,172678,466784,0,0,184.986,42,5,413.386,350556,162232,174863,223848,0,0,98.356,42,3041.666667,374.489,309251,136831,152006,391707,0,0,153.882,50,465.3333333,370.343,404313,180044,201089,206525,0,0,74.534,48,58.4004,9.75273,0,0.03185,0.01555,0.01387,0.68125,18.9,13.2,25,0,47.6,0,0,0,0,7.838,4.18,6.246,2.866
2018-09-28,607.5,416.044,355032,161714,172678,498816,0,0,184.986,42,6306,412.699,350556,162232,174863,238721,0,0,98.356,42,958.5,375.613,309251,136831,152006,411734,0,0,153.882,50,94,367.084,404313,180044,201089,214853,0,0,74.534,48,47.18294,8.13574,0,0.0271,0.0162,0.00982,0.71301,17.5,14.3,22.2,0,58.1,0,0,0,0,7.628,4.194,6.178,3.088
2018-09-29,709,431.447,355032,161714,172678,436091,0,0,184.986,42,557,406.753,350556,162232,174863,203106,0,0,98.356,42,7066.333333,360.652,309251,136831,152006,273088,0,0,153.882,50,89.5,382.069,404313,180044,201089,160885,0,0,74.534,48,44.39126,7.62091,0,0.01806,0.01136,0.00591,0.57009,20.2,14.6,27,0,55.5,0,0,0,0,8.014,3.752,6.982,3.08
2018-09-30,77307.33333,434.078,355032,161714,172678,327474,0,0,184.986,42,83874.33333,407.624,350556,162232,174863,151773,0,0,98.356,42,57507,354.157,309251,136831,152006,191576,0,0,153.882,50,1056.5,392.498,404313,180044,201089,119266,0,0,74.534,48,55.67399,8.67232,0,0.0189,0.00963,0.00931,0.95857,17.6,14,21.6,0,52.5,0,0,0,0,7.148,3.676,5.948,2.694
2018-10-01,57171.66667,415.734,355141,162069,172674,466367,0,0,173.66,42,612,418.018,350134,162354,174606,231525,0,0,99.022,42,19,379.206,309147,137124,151893,404067,0,0,144.392,50,1108.5,368.528,403894,180243,200836,211750,0,0,70.438,48,57.72605,10.78239,0,0.03264,0.01625,0.01397,0.72251,15.4,13,19.7,0,55.1,0,0,0,0,6.446,3.948,5.258,2.744
2018-10-02,27,415.639,355141,162069,172674,495962,0,0,173.66,42,94007,415.845,350134,162354,174606,239792,0,0,99.022,42,1264,378.954,309147,137124,151893,422141,0,0,144.392,50,93940,363.619,403894,180243,200836,218890,0,0,70.438,48,44.41302,8.75208,0,0.02943,0.01606,0.01108,0.81374,15.9,10.3,22,0,61.4,0,0,0,0,7.14,3.944,5.972,3.058
2018-10-03,914.5,431.512,355141,162069,172674,372508,0,0,173.66,42,1211,407.718,350134,162354,174606,178891,0,0,99.022,42,104742.6667,361.463,309147,137124,151893,238644,0,0,144.392,50,83975.66667,382.887,403894,180243,200836,138322,0,0,70.438,48,44.92785,8.62156,0,0.02128,0.01355,0.01108,1.25419,17.3,11.2,24.2,0,58,0,0,0,0,8.724,3.982,6.936,3.128
2018-10-04,811.5,413.432,355141,162069,172674,484170,0,0,173.66,42,958.5,417.317,350134,162354,174606,237795,0,0,99.022,42,70740.66667,379.273,309147,137124,151893,415514,0,0,144.392,50,1207.5,364.876,403894,180243,200836,216440,0,0,70.438,48,51.1493,9.49894,0,0.03315,0.01597,0.01434,0.95266,19.3,13,25.6,0,56.5,0,0,0,0,7.52,3.996,6.198,2.992
2018-10-05,89,416.635,355141,162069,172674,493392,0,0,173.66,42,8,414.051,350134,162354,174606,228855,0,0,99.022,42,14,381.069,309147,137124,151893,414943,0,0,144.392,50,58,368.682,403894,180243,200836,212895,0,0,70.438,48,42.0274,7.64266,0,0.02822,0.01527,0.00782,0.48855,16.9,15.7,19,36.5,84.1,0,0,0,0,1.076,0.552,0.664,0.462
2018-10-06,1903.666667,432.275,355141,162069,172674,390335,0,0,173.66,42,205.5,412.915,350134,162354,174606,180844,0,0,99.022,42,18.5,364.113,309147,137124,151893,267633,0,0,144.392,50,424.3333333,387.532,403894,180243,200836,150413,0,0,70.438,48,39.388,7.48314,0,0.01615,0.01252,0.00433,0.49712,18,16.3,21.7,55.5,84,0,0,0,0,3.698,2.004,3.458,1.502
2018-10-07,1364,430.479,355141,162069,172674,350554,0,0,173.66,42,94045.66667,406.564,350134,162354,174606,168009,0,0,99.022,42,1514.5,352.352,309147,137124,151893,207105,0,0,144.392,50,74106.33333,387.165,403894,180243,200836,127274,0,0,70.438,48,46.37082,7.8747,0,0.01713,0.00954,0.00628,0.86227,16.4,12.3,21.1,0,53.5,0,0,0,0,7.168,3.748,6.23,2.732
2018-10-08,1163,418.641,355141,162069,172674,498304,0,0,173.66,42,914.5,413.81,350134,162354,174606,239288,0,0,99.022,42,1862.5,373.366,309147,137124,151893,397397,0,0,144.392,50,16,364.964,403894,180243,200836,213035,0,0,70.438,48,45.84874,9.57145,0,0.02836,0.01434,0.01085,0.74463,14.8,9.2,20.9,0,47,0,0,0,0,7.306,3.908,6.006,2.744
2018-10-09,1014.5,430.499,355141,162069,172674,363371,0,0,173.66,42,77374.66667,408.069,350134,162354,174606,175990,0,0,99.022,42,1515.5,361.415,309147,137124,151893,227344,0,0,144.392,50,959.5,380.498,403894,180243,200836,136522,0,0,70.438,48,47.98056,8.42578,0,0.0278,0.01345,0.00963,0.92672,15.3,10.7,19.8,0,52.5,0,0,0,0,7.552,3.882,6.854,2.708
2018-10-10,60672.66667,413.552,355141,162069,172674,474726,0,0,173.66,42,760,420.733,350134,162354,174606,235475,0,0,99.022,42,961,380.9,309147,137124,151893,415951,0,0,144.392,50,1006.5,363.771,403894,180243,200836,215640,0,0,70.438,48,54.72409,9.81799,0,0.03734,0.01648,0.01522,0.67618,12,7.9,16.7,7,61,0,0,0,0,5.486,3.28,4.552,2.224
2018-10-11,759,411.636,355141,162069,172674,480241,0,0,173.66,42,47138.66667,417.401,350134,162354,174606,237034,0,0,99.022,42,909.5,380.072,309147,137124,151893,418325,0,0,144.392,50,1356,362.226,403894,180243,200836,216149,0,0,70.438,48,43.15133,8.10673,0,0.03255,0.0189,0.01196,0.61438,9.7,6.1,13.9,0,51,0,0,0,0,5.416,3.432,4.518,2.178
2018-10-12,97506.33333,413.691,355141,162069,172674,519816,0,0,173.66,42,1210.5,413.399,350134,162354,174606,249702,0,0,99.022,42,1062.5,378.674,309147,137124,151893,424351,0,0,144.392,50,1466,361.835,403894,180243,200836,222879,0,0,70.438,48,37.86527,7.50489,0,0.02933,0.0182,0.00875,0.65592,10.9,5.2,17.4,0,54,0,0,0,0,5.634,3.306,4.674,2.326
2018-10-13,1613,438.671,355141,162069,172674,481585,0,0,173.66,42,1915,415.425,350134,162354,174606,218699,0,0,99.022,42,101076.3333,371.454,309147,137124,151893,302688,0,0,144.392,50,1662,387.046,403894,180243,200836,175991,0,0,70.438,48,32.28192,6.2577,0,0.02072,0.01327,0.00628,1.69138,12.5,6.1,19.8,0,54,0,0,0,0,5.99,3.274,5.22,2.372
2018-10-14,104483.6667,430.086,355141,162069,172674,366176,0,0,173.66,42,140975.3333,406.283,350134,162354,174606,164412,0,0,99.022,42,1563,354.48,309147,137124,151893,208966,0,0,144.392,50,41,384.964,403894,180243,200836,128321,0,0,70.438,48,50.01087,7.55565,0,0.0243,0.00987,0.01518,3.51898,13.2,6.8,20.3,0,60,0,0,0,0,5.804,3.042,4.948,2.436
2018-10-15,3490.5,413.537,355141,162069,172674,467084,0,0,173.66,42,2425.5,418.185,350134,162354,174606,233440,0,0,99.022,42,245049.3333,379.391,309147,137124,151893,407864,0,0,144.392,50,2637,365.647,403894,180243,200836,213584,0,0,70.438,48,60.83677,10.2023,0,0.038,0.01732,0.02081,64.55206,15.2,10.9,21,0,69.9,0,0,0,0,6.32,3.606,5.118,2.512
2018-10-16,3069,412.852,355141,162069,172674,476000,0,0,173.66,42,1623,419.432,350134,162354,174606,238154,0,0,99.022,42,3174,379.622,309147,137124,151893,414546,0,0,144.392,50,178582,361.015,403894,180243,200836,216276,0,0,70.438,48,51.90341,8.99862,0,0.03925,0.01536,0.02305,37.95046,14.5,9.9,20.3,0,55.9,0,0,0,0,6.152,3.616,5.204,2.394
2018-10-17,144645.3333,410.92,355141,162069,172674,473956,0,0,173.66,42,31,419.05,350134,162354,174606,239449,0,0,99.022,42,1767,378.823,309147,137124,151893,415899,0,0,144.392,50,1765,362.025,403894,180243,200836,216994,0,0,70.438,48,48.74918,8.80284,0,0.04046,0.01872,0.0203,12.64967,12.4,8.4,18.6,0,53.3,0,0,0,0,5.858,3.624,4.884,2.546
2018-10-18,14,410.915,355141,162069,172674,490262,0,0,173.66,42,73705.33333,417.197,350134,162354,174606,243896,0,0,99.022,42,1058.5,378.542,309147,137124,151893,426478,0,0,144.392,50,64,362.239,403894,180243,200836,218362,0,0,70.438,48,47.68327,8.59256,0,0.03422,0.01741,0.01564,4.72358,12.7,7.5,19,0,59.5,0,0,0,0,5.816,3.642,4.82,2.498
2018-10-19,57311,416.3,355141,162069,172674,522288,0,0,173.66,42,807.5,413.306,350134,162354,174606,250181,0,0,99.022,42,1157,377.699,309147,137124,151893,426036,0,0,144.392,50,14,362.445,403894,180243,200836,220797,0,0,70.438,48,38.3946,7.68617,0,0.03162,0.01657,0.01029,2.5482,13.1,7.2,20.4,0,54.3,0,0,0,0,6.032,3.7,5.132,2.67
